date,temperature,dewPoint,relativeHumidity,windDirection,windSpeed,peakWindSpeed,rain,atmosphericPressureRed,atmosphericPressureStation,sun
01.01.2016 00:00:00,-1.3,-2.9,86.0,0.0,1.8,3.6,0.0,1029.3,989.8,0.0
01.01.2016 01:00:00,-1.2,-2.4,89.0,340.0,3.6,9.4,0.0,1029.0,989.5,0.0
01.01.2016 02:00:00,-1.2,-2.6,88.0,10.0,1.8,9.4,0.0,1028.8,989.3,0.0
01.01.2016 03:00:00,-1.3,-2.2,92.0,110.0,3.6,7.6,0.0,1029.0,989.5,0.0
01.01.2016 04:00:00,-1.3,-2.5,90.0,80.0,5.4,7.6,0.0,1029.1,989.6,0.0
01.01.2016 05:00:00,-1.4,-2.9,86.0,80.0,1.8,7.6,0.0,1029.1,989.6,0.0
01.01.2016 06:00:00,-1.3,-2.8,87.0,0.0,1.8,3.6,0.0,1029.3,989.8,0.0
01.01.2016 07:00:00,-1.3,-2.4,90.0,0.0,1.8,3.6,0.0,1029.6,990.1,0.0
01.01.2016 08:00:00,-1.2,-2.4,89.0,0.0,1.8,5.4,0.0,1029.8,990.3,0.0
01.01.2016 09:00:00,-0.8,-1.8,91.0,320.0,5.4,9.4,0.0,1029.9,990.5,0.0
01.01.2016 10:00:00,-0.4,-1.8,89.0,300.0,5.4,11.2,0.0,1029.8,990.4,0.0
01.01.2016 11:00:00,0.1,-1.1,90.0,240.0,9.4,13.0,0.0,1029.5,990.2,0.0
01.01.2016 12:00:00,0.7,-0.7,90.0,230.0,9.4,14.8,0.3,1029.2,990.0,0.0
01.01.2016 13:00:00,1.0,-0.4,90.0,230.0,9.4,13.0,,1028.6,989.5,0.0
01.01.2016 14:00:00,2.0,0.6,91.0,240.0,9.4,16.6,0.0,1027.9,988.9,15.0
01.01.2016 15:00:00,2.0,0.9,92.0,230.0,11.2,16.6,0.0,1027.8,988.9,19.0
01.01.2016 16:00:00,1.5,0.8,95.0,260.0,9.4,16.6,0.0,1027.9,988.9,0.0
01.01.2016 17:00:00,1.2,0.4,95.0,350.0,5.4,9.4,0.0,1027.9,988.8,0.0
01.01.2016 18:00:00,0.9,0.5,97.0,40.0,3.6,9.4,0.0,1027.7,988.6,0.0
01.01.2016 19:00:00,0.7,0.4,98.0,80.0,3.6,7.6,0.0,1027.4,988.3,0.0
01.01.2016 20:00:00,0.7,0.2,96.0,60.0,5.4,11.2,0.0,1027.2,988.1,0.0
01.01.2016 21:00:00,0.7,0.3,97.0,40.0,7.6,9.4,0.0,1026.7,987.6,0.0
01.01.2016 22:00:00,0.9,-0.1,93.0,60.0,11.2,16.6,0.0,1026.0,987.0,0.0
01.01.2016 23:00:00,0.7,-0.3,93.0,70.0,11.2,16.6,0.0,1025.4,986.4,0.0
02.01.2016 00:00:00,0.5,-0.7,91.0,50.0,18.4,22.3,0.0,1024.9,985.8,0.0
02.01.2016 01:00:00,0.6,-0.4,92.0,70.0,14.8,22.3,0.0,1023.9,984.9,0.0
02.01.2016 02:00:00,0.4,-0.5,94.0,70.0,14.8,24.1,0.0,1023.2,984.2,0.0
02.01.2016 03:00:00,0.1,-0.6,95.0,90.0,20.5,29.5,0.0,1022.8,983.8,0.0
02.01.2016 04:00:00,0.3,-0.7,92.0,90.0,20.5,31.7,0.0,1021.8,982.8,0.0
02.01.2016 05:00:00,0.4,-1.1,89.0,90.0,25.9,38.9,0.0,1021.2,982.3,0.0
02.01.2016 06:00:00,0.3,-1.3,88.0,100.0,18.4,40.7,0.0,1021.2,982.3,0.0
02.01.2016 07:00:00,0.1,-1.5,88.0,80.0,13.0,35.3,0.0,1021.2,982.2,0.0
02.01.2016 08:00:00,0.2,-2.0,84.0,70.0,16.6,24.1,0.0,1020.8,981.9,0.0
02.01.2016 09:00:00,0.6,-2.2,80.0,80.0,11.2,20.5,0.0,1020.8,981.9,0.0
02.01.2016 10:00:00,1.1,-2.0,78.0,90.0,14.8,24.1,0.0,1020.3,981.5,0.0
02.01.2016 11:00:00,1.5,-1.5,79.0,90.0,14.8,24.1,0.0,1019.7,981.0,0.0
02.01.2016 12:00:00,1.3,-1.5,80.0,110.0,18.4,31.7,0.0,1018.9,980.2,0.0
02.01.2016 13:00:00,0.8,-1.8,81.0,110.0,20.5,31.7,0.0,1018.2,979.4,0.0
02.01.2016 14:00:00,0.3,-2.0,83.0,110.0,22.3,31.7,0.0,1017.9,979.1,0.0
02.01.2016 15:00:00,-0.1,-2.4,82.0,110.0,22.3,33.5,0.0,1017.8,978.9,0.0
02.01.2016 16:00:00,-0.3,-2.6,83.0,110.0,24.1,38.9,0.0,1017.9,979.0,0.0
02.01.2016 17:00:00,-0.5,-2.7,83.0,100.0,16.6,37.1,0.0,1018.4,979.4,0.0
02.01.2016 18:00:00,-0.7,-3.0,82.0,100.0,22.3,33.5,0.0,1018.3,979.3,0.0
02.01.2016 19:00:00,-1.0,-3.1,83.0,90.0,18.4,35.3,0.0,1018.2,979.2,0.0
02.01.2016 20:00:00,-1.6,-3.5,84.0,100.0,18.4,33.5,0.0,1018.4,979.3,0.0
02.01.2016 21:00:00,-1.7,-3.7,84.0,100.0,16.6,27.7,0.0,1018.3,979.2,0.0
02.01.2016 22:00:00,-1.8,-3.8,83.0,100.0,14.8,29.5,0.0,1017.9,978.8,0.0
02.01.2016 23:00:00,-1.9,-3.9,83.0,100.0,16.6,29.5,0.0,1017.8,978.7,0.0
03.01.2016 00:00:00,-2.0,-4.2,82.0,100.0,13.0,27.7,0.0,1018.0,978.8,0.0
03.01.2016 01:00:00,-2.2,-4.2,83.0,100.0,14.8,22.3,0.0,1018.0,978.8,0.0
03.01.2016 02:00:00,-2.3,-4.2,84.0,110.0,13.0,22.3,0.0,1018.0,978.8,0.0
03.01.2016 03:00:00,-3.0,-4.2,88.0,110.0,14.8,24.1,0.0,1017.9,978.6,0.0
03.01.2016 04:00:00,-3.3,-4.5,87.0,110.0,18.4,25.9,0.0,1017.8,978.5,0.0
03.01.2016 05:00:00,-3.6,-5.1,86.0,90.0,18.4,31.7,0.0,1017.7,978.3,0.0
03.01.2016 06:00:00,-4.1,-4.7,91.0,100.0,13.0,27.7,0.0,1017.5,978.1,0.0
03.01.2016 07:00:00,-4.3,-5.1,90.0,110.0,14.8,22.3,0.0,1017.6,978.1,0.0
03.01.2016 08:00:00,-4.5,-5.2,90.0,100.0,14.8,22.3,0.0,1017.5,978.0,0.0
03.01.2016 09:00:00,-4.8,-5.4,91.0,110.0,13.0,22.3,0.0,1017.7,978.1,0.0
03.01.2016 10:00:00,-4.6,-5.7,87.0,100.0,14.8,22.3,0.0,1017.3,977.8,0.0
03.01.2016 11:00:00,-4.2,-5.9,83.0,110.0,16.6,24.1,0.0,1016.9,977.5,0.0
03.01.2016 12:00:00,-4.4,-6.3,81.0,100.0,18.4,29.5,0.0,1016.1,976.7,0.0
03.01.2016 13:00:00,-4.3,-6.3,81.0,90.0,16.6,24.1,0.0,1015.4,976.0,0.0
03.01.2016 14:00:00,-4.0,-6.2,79.0,100.0,14.8,24.1,0.0,1014.5,975.2,0.0
03.01.2016 15:00:00,-4.3,-7.0,76.0,110.0,16.6,27.7,0.0,1014.4,975.0,0.0
03.01.2016 16:00:00,-4.4,-7.1,76.0,100.0,18.4,25.9,0.0,1013.6,974.3,0.0
03.01.2016 17:00:00,-4.7,-7.0,78.0,100.0,18.4,29.5,0.0,1013.3,973.9,0.0
03.01.2016 18:00:00,-5.0,-7.3,78.0,110.0,18.4,29.5,0.0,1012.6,973.2,0.0
03.01.2016 19:00:00,-5.1,-7.3,79.0,100.0,24.1,37.1,0.0,1011.7,972.3,0.0
03.01.2016 20:00:00,-5.0,-7.1,80.0,90.0,18.4,35.3,0.0,1010.7,971.4,0.0
03.01.2016 21:00:00,-5.1,-7.1,80.0,100.0,24.1,35.3,0.0,1009.0,969.7,0.0
03.01.2016 22:00:00,-5.0,-7.0,80.0,100.0,20.5,33.5,0.0,1007.7,968.5,0.0
03.01.2016 23:00:00,-5.9,-7.7,81.0,100.0,22.3,38.9,0.0,1005.8,966.5,0.0
04.01.2016 00:00:00,-5.9,-7.6,82.0,80.0,16.6,35.3,0.0,1004.3,965.1,0.0
04.01.2016 01:00:00,-5.5,-7.4,81.0,100.0,20.5,31.7,0.0,1002.6,963.5,0.0
04.01.2016 02:00:00,-5.4,-7.1,82.0,100.0,16.6,31.7,0.0,1001.4,962.4,0.0
04.01.2016 03:00:00,-5.3,-7.0,82.0,110.0,13.0,24.1,0.0,1000.5,961.5,0.0
04.01.2016 04:00:00,-4.9,-6.7,82.0,110.0,11.2,20.5,0.0,999.5,960.6,0.0
04.01.2016 05:00:00,-4.6,-6.6,80.0,100.0,9.4,20.5,0.0,999.0,960.2,0.0
04.01.2016 06:00:00,-4.5,-6.6,80.0,90.0,9.4,14.8,0.0,998.8,960.0,0.0
04.01.2016 07:00:00,-4.6,-6.5,81.0,140.0,3.6,11.2,0.0,999.1,960.3,0.0
04.01.2016 08:00:00,-4.4,-6.4,81.0,110.0,9.4,14.8,0.0,999.0,960.2,0.0
04.01.2016 09:00:00,-4.4,-6.0,83.0,100.0,11.2,18.4,0.0,998.7,959.9,0.0
04.01.2016 10:00:00,-4.5,-5.7,87.0,100.0,14.8,22.3,0.0,999.0,960.2,0.0
04.01.2016 11:00:00,-4.6,-5.5,89.0,100.0,14.8,24.1,0.0,999.1,960.3,0.0
04.01.2016 12:00:00,-4.6,-5.5,89.0,90.0,14.8,22.3,0.0,998.4,959.6,0.0
04.01.2016 13:00:00,-4.4,-5.5,87.0,110.0,13.0,27.7,0.0,997.9,959.2,0.0
04.01.2016 14:00:00,-4.4,-5.0,91.0,100.0,11.2,22.3,0.0,998.0,959.3,0.0
04.01.2016 15:00:00,-4.5,-5.1,90.0,90.0,9.4,16.6,0.0,998.3,959.5,0.0
04.01.2016 16:00:00,-4.5,-4.8,94.0,80.0,5.4,16.6,0.0,998.7,959.9,0.0
04.01.2016 17:00:00,-4.4,-4.7,94.0,80.0,7.6,11.2,0.0,999.3,960.5,0.0
04.01.2016 18:00:00,-4.2,-4.6,93.0,70.0,7.6,11.2,0.0,999.2,960.5,0.0
04.01.2016 19:00:00,-4.3,-4.9,91.0,80.0,9.4,13.0,0.0,999.4,960.6,0.0
04.01.2016 20:00:00,-4.3,-4.9,91.0,110.0,3.6,11.2,0.0,999.7,960.9,0.0
04.01.2016 21:00:00,-4.5,-5.0,92.0,80.0,3.6,5.4,0.0,999.9,961.1,0.0
04.01.2016 22:00:00,-4.1,-4.7,91.0,70.0,5.4,7.6,0.0,1000.0,961.2,0.0
04.01.2016 23:00:00,-4.0,-4.8,90.0,80.0,7.6,9.4,0.0,1000.3,961.5,0.0
05.01.2016 00:00:00,-3.9,-4.6,91.0,70.0,5.4,9.4,0.0,1000.3,961.6,0.0
05.01.2016 01:00:00,-4.0,-4.6,91.0,60.0,7.6,9.4,0.0,1000.4,961.6,0.0
05.01.2016 02:00:00,-4.0,-4.5,92.0,130.0,3.6,11.2,0.0,1000.5,961.7,0.0
05.01.2016 03:00:00,-4.3,-5.0,91.0,90.0,5.4,9.4,0.0,1000.5,961.7,0.0
05.01.2016 04:00:00,-5.7,-5.8,94.0,60.0,5.4,9.4,0.0,1000.5,961.5,0.0
05.01.2016 05:00:00,-6.4,-6.1,96.0,70.0,5.4,7.6,0.0,1000.4,961.3,0.0
05.01.2016 06:00:00,-5.8,-5.8,95.0,310.0,3.6,7.6,0.0,1000.2,961.2,0.0
05.01.2016 07:00:00,-6.7,-6.5,96.0,10.0,1.8,7.6,0.0,1000.4,961.2,0.0
05.01.2016 08:00:00,-7.5,-7.2,96.0,50.0,3.6,5.4,0.0,1000.5,961.2,0.0
05.01.2016 09:00:00,-7.1,-6.9,95.0,240.0,1.8,9.4,0.0,1001.1,961.9,2.0
05.01.2016 10:00:00,-7.2,-6.7,97.0,260.0,5.4,11.2,0.0,1001.6,962.3,20.0
05.01.2016 11:00:00,-5.5,-5.2,97.0,240.0,5.4,9.4,0.0,1001.5,962.5,16.0
05.01.2016 12:00:00,-4.9,-5.2,93.0,220.0,9.4,13.0,0.0,1001.5,962.6,0.0
05.01.2016 13:00:00,-3.8,-4.5,91.0,210.0,5.4,13.0,0.0,1001.7,962.9,0.0
05.01.2016 14:00:00,-2.9,-3.9,89.0,70.0,1.8,9.4,0.1,1001.3,962.7,0.0
05.01.2016 15:00:00,-2.2,-3.7,86.0,50.0,3.6,9.4,0.6,1001.9,963.3,0.0
05.01.2016 16:00:00,-2.4,-3.7,88.0,70.0,5.4,9.4,0.0,1002.3,963.7,0.0
05.01.2016 17:00:00,-2.9,-3.8,90.0,100.0,9.4,13.0,0.0,1002.8,964.1,0.0
05.01.2016 18:00:00,-3.0,-4.3,87.0,90.0,11.2,16.6,0.0,1003.0,964.3,0.0
05.01.2016 19:00:00,-3.2,-4.5,87.0,110.0,9.4,20.5,0.0,1003.7,964.9,0.0
05.01.2016 20:00:00,-3.4,-4.6,88.0,130.0,7.6,16.6,0.0,1003.6,964.8,0.0
05.01.2016 21:00:00,-3.4,-4.5,88.0,100.0,5.4,13.0,0.0,1003.9,965.1,0.0
05.01.2016 22:00:00,-4.0,-4.8,89.0,80.0,1.8,13.0,0.0,1004.3,965.4,0.0
05.01.2016 23:00:00,-4.4,-5.3,89.0,90.0,7.6,13.0,0.0,1004.4,965.4,0.0
06.01.2016 00:00:00,-5.8,-6.0,93.0,80.0,5.4,14.8,0.0,1004.8,965.6,0.0
06.01.2016 01:00:00,-6.4,-6.5,94.0,90.0,7.6,11.2,0.0,1004.2,964.9,0.0
06.01.2016 02:00:00,-6.8,-6.6,95.0,110.0,3.6,13.0,0.0,1004.9,965.6,0.0
06.01.2016 03:00:00,-7.7,-7.3,96.0,80.0,7.6,11.2,0.0,1005.1,965.6,0.0
06.01.2016 04:00:00,-6.6,-6.6,94.0,120.0,3.6,7.6,0.0,1005.2,965.9,0.0
06.01.2016 05:00:00,-6.4,-6.5,93.0,100.0,1.8,13.0,0.0,1004.9,965.6,0.0
06.01.2016 06:00:00,-6.1,-6.5,92.0,90.0,7.6,9.4,0.0,1004.9,965.7,0.0
06.01.2016 07:00:00,-6.1,-6.5,91.0,110.0,9.4,13.0,0.0,1005.4,966.1,0.0
06.01.2016 08:00:00,-6.3,-6.4,93.0,100.0,9.4,14.8,0.0,1005.4,966.1,0.0
06.01.2016 09:00:00,-6.0,-6.0,94.0,100.0,7.6,14.8,0.0,1006.1,966.8,0.0
06.01.2016 10:00:00,-5.4,-5.8,92.0,100.0,9.4,13.0,0.0,1006.1,966.9,0.0
06.01.2016 11:00:00,-4.9,-5.7,89.0,80.0,7.6,14.8,0.0,1006.1,967.0,1.0
06.01.2016 12:00:00,-4.2,-5.5,86.0,90.0,7.6,11.2,0.0,1005.6,966.6,0.0
06.01.2016 13:00:00,-2.4,-5.0,79.0,90.0,1.8,9.4,0.0,1004.7,966.0,38.0
06.01.2016 14:00:00,-2.6,-4.9,80.0,310.0,3.6,9.4,0.0,1004.4,965.7,100.0
06.01.2016 15:00:00,-2.8,-4.8,82.0,210.0,1.8,11.2,0.0,1004.9,966.1,89.0
06.01.2016 16:00:00,-3.3,-5.2,83.0,160.0,3.6,7.6,0.0,1005.0,966.2,59.0
06.01.2016 17:00:00,-4.4,-5.4,88.0,140.0,3.6,7.6,0.0,1005.4,966.4,0.0
06.01.2016 18:00:00,-5.2,-5.7,91.0,120.0,1.8,5.4,0.0,1005.2,966.1,0.0
06.01.2016 19:00:00,-5.4,-5.8,91.0,310.0,1.8,5.4,0.0,1005.3,966.1,0.0
06.01.2016 20:00:00,-5.4,-5.8,92.0,100.0,1.8,7.6,0.0,1005.8,966.6,0.0
06.01.2016 21:00:00,-5.9,-6.0,94.0,250.0,3.6,9.4,0.0,1005.7,966.5,0.0
06.01.2016 22:00:00,-6.2,-6.5,92.0,210.0,5.4,9.4,0.0,1006.1,966.8,0.0
06.01.2016 23:00:00,-6.3,-6.6,92.0,240.0,3.6,11.2,0.0,1006.3,967.0,0.0
07.01.2016 00:00:00,-6.3,-6.6,91.0,270.0,7.6,11.2,0.0,1005.8,966.5,0.0
07.01.2016 01:00:00,-6.3,-6.6,91.0,240.0,11.2,14.8,0.0,1006.0,966.7,0.0
07.01.2016 02:00:00,-5.7,-6.1,92.0,210.0,9.4,13.0,0.0,1006.0,966.8,0.0
07.01.2016 03:00:00,-4.8,-5.4,91.0,220.0,7.6,13.0,0.0,1005.9,966.8,0.0
07.01.2016 04:00:00,-4.2,-4.9,91.0,250.0,3.6,11.2,0.0,1006.2,967.2,0.0
07.01.2016 05:00:00,-3.8,-4.5,91.0,250.0,3.6,7.6,0.0,1006.3,967.3,0.0
07.01.2016 06:00:00,-3.4,-4.1,92.0,,1.8,5.4,0.0,1006.2,967.3,0.0
07.01.2016 07:00:00,-3.2,-3.8,92.0,220.0,1.8,7.6,0.0,1005.8,966.9,0.0
07.01.2016 08:00:00,-3.3,-3.4,96.0,40.0,3.6,7.6,0.0,1006.2,967.3,0.0
07.01.2016 09:00:00,-3.0,-3.0,97.0,0.0,1.8,5.4,0.0,1006.9,968.0,0.0
07.01.2016 10:00:00,-2.3,-2.4,97.0,100.0,3.6,5.4,0.0,1006.2,967.5,0.0
07.01.2016 11:00:00,-1.5,-2.1,94.0,80.0,5.4,11.2,0.1,1005.8,967.2,0.0
07.01.2016 12:00:00,-0.7,-2.0,89.0,60.0,9.4,13.0,0.0,1004.5,966.1,0.0
07.01.2016 13:00:00,0.1,-1.8,86.0,100.0,9.4,13.0,0.0,1002.7,964.4,0.0
07.01.2016 14:00:00,0.4,-1.2,88.0,90.0,11.2,18.4,0.0,1002.0,963.8,0.0
07.01.2016 15:00:00,0.5,-0.8,90.0,70.0,14.8,20.5,0.0,1001.5,963.3,0.0
07.01.2016 16:00:00,0.4,-0.1,96.0,80.0,22.3,35.3,0.0,1000.1,962.0,0.0
07.01.2016 17:00:00,0.3,-0.4,95.0,80.0,5.4,31.7,0.0,1001.2,963.0,0.0
07.01.2016 18:00:00,0.2,-0.6,94.0,90.0,7.6,20.5,0.0,1000.9,962.7,0.0
07.01.2016 19:00:00,0.6,-0.4,92.0,100.0,11.2,20.5,0.0,1001.2,963.1,0.0
07.01.2016 20:00:00,0.0,-0.8,94.0,320.0,3.6,11.2,0.0,1002.2,963.9,0.0
07.01.2016 21:00:00,0.3,-0.6,94.0,360.0,5.4,9.4,0.0,1003.2,964.9,0.0
07.01.2016 22:00:00,0.1,-0.3,97.0,20.0,3.6,9.4,0.1,1003.6,965.3,0.0
07.01.2016 23:00:00,0.2,-0.1,98.0,80.0,3.6,9.4,0.2,1004.0,965.7,0.0
08.01.2016 00:00:00,0.2,-0.2,97.0,90.0,7.6,14.8,0.2,1004.4,966.1,0.0
08.01.2016 01:00:00,0.2,-0.2,98.0,110.0,3.6,13.0,0.3,1005.1,966.8,0.0
08.01.2016 02:00:00,0.0,-0.2,98.0,300.0,3.6,7.6,0.0,1005.6,967.2,0.0
08.01.2016 03:00:00,-0.9,-0.8,100.0,240.0,3.6,11.2,0.0,1006.8,968.2,0.0
08.01.2016 04:00:00,-1.0,-1.0,99.0,40.0,3.6,11.2,0.1,1007.6,969.0,0.0
08.01.2016 05:00:00,-1.4,-1.2,100.0,350.0,5.4,9.4,0.0,1007.8,969.1,0.0
08.01.2016 06:00:00,-1.2,-1.2,99.0,20.0,1.8,11.2,0.0,1008.5,969.8,0.0
08.01.2016 07:00:00,-0.4,-0.5,99.0,250.0,7.6,9.4,0.0,1009.0,970.4,0.0
08.01.2016 08:00:00,-0.5,-0.5,99.0,110.0,3.6,11.2,0.0,1009.7,971.1,0.0
08.01.2016 09:00:00,-0.2,-0.4,99.0,210.0,7.6,11.2,0.0,1010.3,971.7,13.0
08.01.2016 10:00:00,4.4,0.8,77.0,260.0,7.6,18.4,0.0,1010.3,972.3,99.0
08.01.2016 11:00:00,5.2,1.2,75.0,330.0,5.4,16.6,0.0,1010.4,972.5,100.0
08.01.2016 12:00:00,6.0,1.0,70.0,280.0,3.6,7.6,0.0,1009.8,972.1,99.0
08.01.2016 13:00:00,6.5,0.4,65.0,280.0,14.8,20.5,0.0,1009.9,972.2,99.0
08.01.2016 14:00:00,6.2,0.1,65.0,270.0,13.0,16.6,0.0,1009.2,971.5,99.0
08.01.2016 15:00:00,5.2,-0.1,69.0,300.0,7.6,18.4,0.0,1009.1,971.3,33.0
08.01.2016 16:00:00,4.8,0.0,71.0,340.0,3.6,14.8,0.0,1009.3,971.4,0.0
08.01.2016 17:00:00,3.7,0.2,77.0,70.0,3.6,5.4,0.0,1009.0,971.0,0.0
08.01.2016 18:00:00,2.5,0.3,85.0,50.0,1.8,7.6,0.0,1009.2,971.0,0.0
08.01.2016 19:00:00,1.7,0.1,89.0,60.0,5.4,7.6,0.0,1009.2,970.9,0.0
08.01.2016 20:00:00,1.1,-0.3,90.0,30.0,5.4,7.6,0.0,1008.8,970.4,0.0
08.01.2016 21:00:00,1.7,0.0,88.0,10.0,1.8,9.4,0.0,1008.1,969.9,0.0
08.01.2016 22:00:00,1.8,-0.2,87.0,,1.8,3.6,0.0,1007.5,969.3,0.0
08.01.2016 23:00:00,0.9,-0.3,92.0,310.0,1.8,5.4,0.0,1007.7,969.4,0.0
09.01.2016 00:00:00,1.4,-0.3,89.0,50.0,1.8,7.6,0.0,1007.5,969.2,0.0
09.01.2016 01:00:00,1.6,0.0,89.0,250.0,3.6,7.6,0.0,1007.3,969.1,0.0
09.01.2016 02:00:00,1.5,-0.2,89.0,300.0,7.6,11.2,0.0,1007.9,969.6,0.0
09.01.2016 03:00:00,1.4,-0.1,89.0,270.0,3.6,9.4,0.0,1008.2,969.9,0.0
09.01.2016 04:00:00,0.9,0.2,95.0,190.0,3.6,7.6,0.1,1008.1,969.7,0.0
09.01.2016 05:00:00,0.9,0.3,96.0,20.0,3.6,7.6,0.0,1007.6,969.3,0.0
09.01.2016 06:00:00,0.7,0.2,96.0,120.0,5.4,7.6,0.0,1007.9,969.5,0.0
09.01.2016 07:00:00,1.4,0.0,90.0,60.0,9.4,14.8,0.0,1007.8,969.5,0.0
09.01.2016 08:00:00,1.1,0.2,94.0,140.0,3.6,13.0,0.3,1008.1,969.8,0.0
09.01.2016 09:00:00,1.2,0.1,93.0,40.0,7.6,9.4,0.0,1007.8,969.5,0.0
09.01.2016 10:00:00,1.5,0.1,90.0,80.0,7.6,13.0,0.0,1008.3,970.0,0.0
09.01.2016 11:00:00,1.6,-0.5,86.0,100.0,14.8,20.5,0.0,1008.1,969.8,19.0
09.01.2016 12:00:00,2.1,-0.6,82.0,90.0,13.0,18.4,0.0,1007.3,969.1,78.0
09.01.2016 13:00:00,2.5,-0.7,79.0,100.0,11.2,20.5,0.0,1007.0,968.9,1.0
09.01.2016 14:00:00,3.0,-0.6,77.0,120.0,9.4,13.0,0.0,1006.3,968.3,0.0
09.01.2016 15:00:00,3.0,-0.3,79.0,140.0,7.6,11.2,0.0,1006.4,968.4,0.0
09.01.2016 16:00:00,2.6,0.0,83.0,140.0,1.8,9.4,0.0,1007.1,969.0,0.0
09.01.2016 17:00:00,2.1,0.5,90.0,110.0,3.6,5.4,0.3,1007.6,969.4,0.0
09.01.2016 18:00:00,1.4,1.0,97.0,100.0,7.6,7.6,0.7,1007.5,969.2,0.0
09.01.2016 19:00:00,1.4,0.6,94.0,80.0,7.6,11.2,0.3,1007.5,969.2,0.0
09.01.2016 20:00:00,1.1,0.6,96.0,90.0,9.4,13.0,0.3,1007.4,969.1,0.0
09.01.2016 21:00:00,1.0,0.5,97.0,100.0,7.6,14.8,0.1,1007.0,968.7,0.0
09.01.2016 22:00:00,0.9,0.4,97.0,90.0,7.6,14.8,0.1,1006.9,968.6,0.0
09.01.2016 23:00:00,0.9,0.4,96.0,80.0,7.6,14.8,0.1,1006.4,968.1,0.0
10.01.2016 00:00:00,0.8,0.4,97.0,80.0,9.4,11.2,0.0,1005.9,967.6,0.0
10.01.2016 01:00:00,0.9,0.5,97.0,70.0,5.4,11.2,0.1,1005.4,967.2,0.0
10.01.2016 02:00:00,0.9,0.5,97.0,100.0,9.4,13.0,0.3,1005.0,966.8,0.0
10.01.2016 03:00:00,0.8,0.5,98.0,70.0,9.4,11.2,0.3,1004.7,966.5,0.0
10.01.2016 04:00:00,0.8,0.5,97.0,90.0,7.6,13.0,0.0,1004.1,965.9,0.0
10.01.2016 05:00:00,0.9,0.5,97.0,90.0,5.4,11.2,0.0,1004.0,965.8,0.0
10.01.2016 06:00:00,1.0,0.7,98.0,40.0,3.6,7.6,0.0,1003.9,965.7,0.0
10.01.2016 07:00:00,1.0,0.6,97.0,350.0,1.8,7.6,0.0,1003.8,965.6,0.0
10.01.2016 08:00:00,0.9,0.7,99.0,80.0,3.6,5.4,0.0,1003.7,965.5,0.0
10.01.2016 09:00:00,1.1,1.0,99.0,130.0,1.8,7.6,0.0,1004.0,965.8,0.0
10.01.2016 10:00:00,1.2,1.2,100.0,90.0,7.6,11.2,0.0,1003.3,965.2,0.0
10.01.2016 11:00:00,1.7,1.6,99.0,100.0,1.8,13.0,0.0,1003.6,965.5,0.0
10.01.2016 12:00:00,2.0,2.1,100.0,190.0,3.6,11.2,0.0,1002.6,964.6,0.0
10.01.2016 13:00:00,2.4,2.2,99.0,20.0,3.6,11.2,0.0,1003.0,965.1,0.0
10.01.2016 14:00:00,2.2,2.1,99.0,310.0,9.4,25.9,0.0,1003.7,965.7,0.0
10.01.2016 15:00:00,2.4,2.3,100.0,240.0,9.4,13.0,0.0,1004.2,966.2,0.0
10.01.2016 16:00:00,2.6,2.4,99.0,160.0,3.6,13.0,0.0,1003.3,965.4,0.0
10.01.2016 17:00:00,2.5,2.4,99.0,90.0,1.8,9.4,0.0,1003.7,965.7,0.0
10.01.2016 18:00:00,2.3,2.3,100.0,60.0,7.6,11.2,0.0,1002.8,964.9,0.0
10.01.2016 19:00:00,2.2,2.2,100.0,100.0,11.2,16.6,0.0,1002.2,964.3,0.0
10.01.2016 20:00:00,1.8,1.8,100.0,90.0,13.0,20.5,0.0,1001.2,963.2,0.0
10.01.2016 21:00:00,1.6,1.9,100.0,70.0,7.6,14.8,0.0,1001.3,963.3,0.0
10.01.2016 22:00:00,1.6,2.0,100.0,350.0,3.6,9.4,0.0,1001.0,963.0,0.0
10.01.2016 23:00:00,1.6,1.9,100.0,240.0,9.4,20.5,0.0,1002.0,964.0,0.0
11.01.2016 00:00:00,1.7,1.8,100.0,210.0,5.4,14.8,0.0,1001.8,963.8,0.0
11.01.2016 01:00:00,1.6,1.7,100.0,360.0,1.8,7.6,0.0,1002.0,964.0,0.0
11.01.2016 02:00:00,1.6,1.7,100.0,80.0,3.6,7.6,0.0,1002.8,964.8,0.0
11.01.2016 03:00:00,1.7,2.0,100.0,130.0,3.6,9.4,0.0,1002.8,964.8,0.0
11.01.2016 04:00:00,1.4,1.5,100.0,100.0,9.4,13.0,0.0,1002.1,964.1,0.0
11.01.2016 05:00:00,1.2,1.3,100.0,70.0,11.2,16.6,0.0,1001.0,963.0,0.0
11.01.2016 06:00:00,1.1,1.1,100.0,90.0,9.4,14.8,0.0,1000.1,962.1,0.0
11.01.2016 07:00:00,0.9,0.9,100.0,90.0,13.0,16.6,0.0,999.4,961.4,0.0
11.01.2016 08:00:00,1.0,0.9,99.0,70.0,13.0,22.3,0.0,998.5,960.5,0.0
11.01.2016 09:00:00,2.0,1.7,98.0,100.0,3.6,14.8,0.0,996.6,958.8,27.0
11.01.2016 10:00:00,2.2,1.9,98.0,220.0,5.4,11.2,0.0,995.7,958.0,16.0
11.01.2016 11:00:00,2.4,2.2,98.0,250.0,9.4,14.8,0.0,995.0,957.4,0.0
